imdb_id,title,topic,hit_score,umap_x,umap_y,cluster,keywords
tt0376105,Racing Stripes,0,37.20145547445215,5.838328,7.9410887,6,"evil, adventure, journey, save, help"
tt0424227,Turtles Can Fly,19,47.52128286450337,3.9379025,11.922843,2,"village, turkey, turkish, istanbul, teacher"
tt0425079,Lovelorn,19,42.96415897992929,3.2866082,12.422407,2,"village, turkey, turkish, istanbul, teacher"
tt0388318,Frozen Land,-1,36.26433080942337,3.5139816,12.816502,-1,
tt0393162,Coach Carter,11,53.054773618030005,2.6625633,10.619508,7,"coach, boxing, football, champion, boxer"
tt0436971,Why We Fight,23,37.16669443690788,2.5584874,8.780062,3,"israeli, journalists, united states, states, united"
tt0428803,March of the Penguins,-1,47.54478056460465,2.781734,8.155674,-1,
tt0382077,Hide and Seek,6,37.53874727314195,6.5511966,13.602811,0,"case, murder, police, daughter, detective"
tt0448621,Marathon,3,37.280553189519104,3.0187228,13.213034,2,"mother, struggles, daughter, friendship, help"
tt0387914,Innocent Voices,15,38.6693072426636,4.3862333,9.919085,4,"war, army, soldiers, iraq, afghanistan"
tt0406046,The Magic of Ordinary Days,12,41.35571041523393,3.5347269,10.125442,4,"war, world war, nazi, war ii, jewish"
tt0342258,Unleashed,-1,50.30827672686557,6.0259385,11.660556,-1,
tt0375611,Black,3,46.07350971790368,3.161873,13.287659,2,"mother, struggles, daughter, friendship, help"
tt0372532,The Wedding Date,4,38.32860500221902,0.4192734,13.731672,2,"love, marriage, christmas, best, friends"
tt0360486,Constantine,-1,49.85223598932332,7.4442735,9.571403,-1,
tt0386588,Hitch,4,52.326918931972855,0.68296045,13.635935,2,"love, marriage, christmas, best, friends"
tt0407121,Pooh's Heffalump Movie,0,37.64723383765336,6.518592,7.666213,6,"evil, adventure, journey, save, help"
tt0395972,North Country,10,42.97866422741325,3.8945286,10.923247,4,"century, queen, painter, wife, king"
tt0426578,Sophie Scholl: The Final Days,12,47.60974720214322,3.9309082,9.443564,4,"war, world war, nazi, war ii, jewish"
tt0407265,Transamerica,-1,46.85524370214133,2.1319635,13.4621105,-1,
tt0317132,Because of Winn-Dixie,-1,38.98038917406087,5.465018,7.8862524,-1,
tt0340331,School of Life,-1,36.40307656534107,2.889001,12.529521,-1,
tt0431420,Stone Cold,6,37.70406086663909,5.983113,13.310107,0,"case, murder, police, daughter, detective"
tt0422015,The Ax,14,37.42246330846151,4.790634,12.93866,0,"small, celal, angeles, los angeles, los"
tt0395699,The Pacifier,16,40.48743309906915,6.368456,11.032781,0,"undercover, assassin, drug, police, school"
tt0366627,The Jacket,1,43.68748932372013,8.499884,10.907033,1,"future, earth, alien, planet, space"
tt0451919,Socha Na Tha,2,40.49371269484853,0.938196,14.300755,2,"love, relationship, falls, falls love, friend"
tt0425333,Pardon,-1,50.44658388784937,3.0271587,11.915573,-1,
tt1018764,One Piece: Baron Omatsuri and the Secret Island,0,37.85516018644553,7.248426,8.650253,6,"evil, adventure, journey, save, help"
tt0493393,Ashes and Snow,-1,39.836224446564295,2.7408414,8.103519,-1,
tt0444518,A Love to Hide,12,38.38983216785452,3.6437597,9.772228,4,"war, world war, nazi, war ii, jewish"
tt0358082,Robots,0,45.14809881095693,7.0655403,7.494465,6,"evil, adventure, journey, save, help"
tt0340163,Hostage,7,40.17513616257187,6.2749553,12.445499,0,"police, crime, cop, gang, criminal"
tt0451966,The Violin,-1,35.86389053569129,4.569146,10.929352,-1,
tt0411270,The Beat That My Heart Skipped,-1,38.70701710191269,3.7113628,13.128567,-1,
tt0396652,Ice Princess,11,40.12608171310836,2.2075598,11.143948,7,"coach, boxing, football, champion, boxer"
tt0417944,Manual of Love,-1,37.65201315100615,1.2793472,13.88196,-1,
tt0370986,Mysterious Skin,-1,49.19407968616923,4.231617,13.054805,-1,
tt0388505,Live and Become,-1,41.039028237643485,3.8419023,10.033946,-1,
tt0405743,Barefoot,2,39.14563723980247,1.9843858,14.153029,2,"love, relationship, falls, falls love, friend"
tt0401792,Sin City,22,57.45649287390312,6.3528605,12.505464,0,"prison, bank, brother, stratos, mafia"
tt0456912,A Bittersweet Life,-1,47.95445291543746,6.857267,11.893247,-1,
tt0318649,Sahara,-1,40.41632397688143,7.0726585,9.972815,-1,
tt0332047,Fever Pitch,4,40.29102673604452,0.7023501,13.80855,2,"love, marriage, christmas, best, friends"
tt0373926,The Interpreter,25,37.67413740207429,6.1867337,12.804295,0,"indian, india, intelligence, agent, flight"
tt0421625,İstanbul Tales,17,37.34825833088446,6.481821,8.996534,2,"love, andreas, connor, mysterious, strange"
tt0453201,Sachein,2,39.74037669534861,1.4038985,14.270422,2,"love, relationship, falls, falls love, friend"
tt0418455,Adam's Apples,-1,51.359572924787614,4.1565056,13.759826,-1,
tt0391304,A Lot Like Love,4,44.848344809469495,0.9385487,13.796645,2,"love, marriage, christmas, best, friends"
tt0361715,Duma,0,39.93371352840512,5.594073,8.050705,6,"evil, adventure, journey, save, help"
tt1016268,Enron: The Smartest Guys in the Room,23,37.48223415188308,2.3044512,8.500425,3,"israeli, journalists, united states, states, united"
tt0320661,Kingdom of Heaven,10,48.49527132296655,4.1806884,10.299224,4,"century, queen, painter, wife, king"
tt0827788,Zaki Chan,-1,37.3303962547934,2.3431115,12.25612,-1,
tt0397065,House of Wax,5,41.3322886872334,7.739414,12.950568,0,"town, terrifying, remote, mysterious, killer"
tt0382189,My Summer of Love,2,36.1596678825854,1.7595558,14.345012,2,"love, relationship, falls, falls love, friend"
tt0375679,Crash,-1,44.72459385645925,4.2842298,12.536045,-1,
tt0365485,The Matador,-1,42.46781392887838,6.0870633,11.789085,-1,
tt0456470,The Bow,2,35.6814519661767,2.0400944,14.177601,2,"love, relationship, falls, falls love, friend"
tt0480461,Scooby-Doo! in Where's My Mummy?,0,37.79745402241746,6.8950644,7.7175956,6,"evil, adventure, journey, save, help"
tt0438205,Mad Hot Ballroom,-1,36.17346341892807,1.4353176,9.2184515,-1,
tt0417189,Time to Leave,2,35.993546559586484,2.367945,14.375786,2,"love, relationship, falls, falls love, friend"
tt0121766,Star Wars: Episode III - Revenge of the Sith,1,53.42564204394776,8.450022,10.080756,1,"future, earth, alien, planet, space"
tt0456149,The Death of Mr. Lazarescu,3,35.731087403943405,2.5011876,13.00792,2,"mother, struggles, daughter, friendship, help"
tt0373760,"Cinema, Aspirins and Vultures",12,36.0056860030201,1.5115899,13.944658,4,"war, world war, nazi, war ii, jewish"
tt0351283,Madagascar,0,52.46894542834948,6.492156,7.4745965,6,"evil, adventure, journey, save, help"
tt0420982,Dead Man's Bluff,-1,37.01112165530412,6.1334686,12.871633,-1,
tt0398165,The Longest Yard,11,39.20997484957789,2.4627953,10.715435,7,"coach, boxing, football, champion, boxer"
